1::Toy Story (1995)::An;imation|Children's|Comedy
2866::Buddy Holly Story;, The (1978)::Drama
2867::Fright Night (198;5)::Comedy|Horror
2868::Fright Night Part;II (1989)::Horror
2869::Separation, The (;La Séparation) (1994)::Drama
2870::Barefoot in the P;ark (1967)::Comedy
2871::Deliverance (1972;)::Adventure|Thriller
2872::Excalibur (1981):;:Action|Drama|Fantasy|Romance
2873::Lulu on the Bridg;e (1998)::Drama|Mystery|Romance
2874::Pajama Game, The;(1957)::Comedy
2875::Sommersby (1993):;:Drama|Mystery|Romance
2876::Thumbelina (1994);::Animation|Children's
2877::Tommy (1975)::Dra;ma|Musical
2878::Hell Night (1981);::Horror
2879::Operation Condor;(Feiying gaiwak) (1990)::Action|Adventure|Comedy
2880::Operation Condor;2 (Longxiong hudi) (1990)::Action|Adventure|Comedy
2881::Double Jeopardy (;1999)::Action|Thriller
2882::Jakob the Liar (1;999)::Drama
2883::Mumford (1999)::C;omedy
2884::Dog Park (1998)::;Comedy|Romance
2885::Guinevere (1999):;:Drama|Romance
2886::Adventures of Elm;o in Grouchland, The (1999)::Children's|Comedy
2887::Simon Sez (1999):;:Drama
2888::Drive Me Crazy (1;999)::Comedy|Romance
2889::Mystery, Alaska (;1999)::Comedy
2890::Three Kings (1999;)::Drama|War
2891::Happy, Texas (199;9)::Comedy
2892::New Rose Hotel (1;998)::Action|Drama
2893::Plunkett & MaClea;ne (1999)::Action|Drama
2894::Romance (1999)::D;rama|Romance
2895::Napoleon and Sama;ntha (1972)::Adventure
2896::Alvarez Kelly (19;66)::Western
2897::And the Ship Sail;s On (E la nave va) (1984)::Comedy|War
2898::Dark Half, The (1;993)::Horror|Mystery
2899::Gulliver's Travel;s (1939)::Adventure|Animation|Children's
2900::Monkey Shines (19;88)::Horror|Sci-Fi
2901::Phantasm (1979)::;Horror|Sci-Fi
2902::Psycho II (1983):;:Horror|Thriller
2903::Psycho III (1986);::Horror|Thriller
2904::Rain (1932)::Dram;a
2905::Sanjuro (1962)::A;ction|Adventure
2906::Random Hearts (19;99)::Drama|Romance
2907::Superstar (1999):;:Comedy
2908::Boys Don't Cry (1;999)::Drama
2909::Five Wives, Three;Secretaries and Me (1998)::Documentary
2910::Ennui, L' (1998):;:Drama|Romance
2911::Grandfather, The;(El Abuelo) (1998)::Drama
2912::Limey, The (1999);::Action|Crime|Drama
2913::Mating Habits of;the Earthbound Human, The (1998)::Comedy
2914::Molly (1999)::Com;edy|Drama
2915::Risky Business (1;983)::Comedy
2916::Total Recall (199;0)::Action|Adventure|Sci-Fi|Thriller
2917::Body Heat (1981):;:Crime|Thriller
2918::Ferris Bueller's;Day Off (1986)::Comedy
2919::Year of Living Da;ngerously (1982)::Drama|Romance
2920::Children of Parad;ise (Les enfants du paradis) (1945)::Drama|Romance
2921::High Plains Drift;er (1972)::Western
2922::Hang 'em High (19;67)::Western
2923::Citizen's Band (a;.k.a. Handle with Care) (1977)::Comedy
2924::Drunken Master (Z;ui quan) (1979)::Action|Comedy
2925::Conformist, The (;Il Conformista) (1970)::Drama
2926::Hairspray (1988):;:Comedy|Drama
2927::Brief Encounter (;1946)::Drama|Romance
2928::Razor's Edge, The;(1984)::Drama
2929::Reds (1981)::Dram;a
2930::Return with Honor;(1998)::Documentary
2931::Time of the Gypsi;es (Dom za vesanje) (1989)::Drama
2932::Days of Heaven (1;978)::Drama
2933::Fire Within, The;(Le Feu Follet) (1963)::Drama
2934::Love Bewitched, A;(El Amor Brujo) (1986)::Musical
2935::Lady Eve, The (19;41)::Comedy|Romance
2936::Sullivan's Travel;s (1942)::Comedy
2937::Palm Beach Story,;The (1942)::Comedy
2938::Man Facing Southe;ast (Hombre Mirando al Sudeste) (1986)::Drama
2939::Niagara (1953)::D;rama|Thriller
2940::Gilda (1946)::Fil;m-Noir
2941::South Pacific (19;58)::Musical|Romance|War
2942::Flashdance (1983);::Drama|Romance
2943::Indochine (1992):;:Drama|Romance
2944::Dirty Dozen, The;(1967)::Action|War
2945::Mike's Murder (19;84)::Mystery
2946::Help! (1965)::Com;edy|Musical
2947::Goldfinger (1964);::Action
2948::From Russia with;Love (1963)::Action
2949::Dr. No (1962)::Ac;tion
2950::Blue Lagoon, The;(1980)::Adventure|Drama|Romance
2951::Fistful of Dollar;s, A (1964)::Action|Western
2952::Hard 8 (a.k.a. Sy;dney, a.k.a. Hard Eight) (1996)::Crime|Thriller
2953::Home Alone 2: Los;t in New York (1992)::Children's|Comedy
2954::Penitentiary (197;9)::Drama
2955::Penitentiary II (;1982)::Drama
2956::Someone to Watch;Over Me (1987)::Action|Crime|Thriller
2957::Sparrows (1926)::;Drama
2958::Naturally Native;(1998)::Drama
2959::Fight Club (1999);::Drama
2960::Beefcake (1999)::;Drama
2961::Story of Us, The;(1999)::Comedy|Drama
2962::Fever Pitch (1997;)::Comedy|Romance
2963::Joe the King (199;9)::Crime|Drama
2964::Julien Donkey-Boy;(1999)::Drama
2965::Omega Code, The (;1999)::Action
2966::Straight Story, T;he (1999)::Drama
2967::Bad Seed, The (19;56)::Drama|Thriller
2968::Time Bandits (198;1)::Adventure|Fantasy|Sci-Fi
2969::Man and a Woman,;A (Un Homme et une Femme) (1966)::Drama|Romance
2970::Fitzcarraldo (198;2)::Adventure|Drama
2971::All That Jazz (19;79)::Musical
2972::Red Sorghum (Hong;Gao Liang) (1987)::Drama|War
2973::Crimes and Misdem;eanors (1989)::Comedy
2974::Bats (1999)::Horr;or|Thriller
2975::Best Man, The (19;99)::Drama
2976::Bringing Out the;Dead (1999)::Drama|Horror
2977::Crazy in Alabama;(1999)::Comedy|Drama
2978::Three to Tango (1;999)::Comedy|Romance
2979::Body Shots (1999);::Drama
2980::Men Cry Bullets (;1997)::Drama
2981::Brother, Can You;Spare a Dime? (1975)::Documentary
2982::Guardian, The (19;90)::Horror|Thriller
2983::Ipcress File, The;(1965)::Thriller
2984::On Any Sunday (19;71)::Documentary
2985::Robocop (1987)::A;ction|Crime|Sci-Fi
2986::Robocop 2 (1990):;:Action|Crime|Sci-Fi
2987::Who Framed Roger;Rabbit? (1988)::Adventure|Animation|Film-Noir
2988::Melvin and Howard;(1980)::Drama
2989::For Your Eyes Onl;y (1981)::Action
2990::Licence to Kill (;1989)::Action
2991::Live and Let Die;(1973)::Action
2992::Rawhead Rex (1986;)::Horror|Thriller
2993::Thunderball (1965;)::Action
2994::City, The (1998):;:Drama
2995::House on Haunted;Hill, The (1999)::Horror
2996::Music of the Hear;t (1999)::Drama
2997::Being John Malkov;ich (1999)::Comedy
2998::Dreaming of Josep;h Lees (1998)::Romance
2999::Man of the Centur;y (1999)::Comedy
3000::Princess Mononoke;, The (Mononoke Hime) (1997)::Action|Adventure|Animation
3001::Suburbans, The (1;999)::Drama
3002::My Best Fiend (Me;in liebster Feind) (1999)::Documentary
3003::Train of Life (Tr;ain De Vie) (1998)::Comedy|Drama
3004::Bachelor, The (19;99)::Comedy|Romance
3005::Bone Collector, T;he (1999)::Thriller
3006::Insider, The (199;9)::Drama
3007::American Movie (1;999)::Documentary
3008::Last Night (1998);::Thriller
3009::Portraits Chinois;(1996)::Drama
3010::Rosetta (1999)::D;rama
3011::They Shoot Horses;, Don't They? (1969)::Drama
3012::Battling Butler (;1926)::Comedy
3013::Bride of Re-Anima;tor (1990)::Comedy|Horror
3014::Bustin' Loose (19;81)::Comedy
3015::Coma (1978)::Thri;ller
3016::Creepshow (1982):;:Horror
3017::Creepshow 2 (1987;)::Horror
3018::Re-Animator (1985;)::Horror
3019::Drugstore Cowboy;(1989)::Crime|Drama
3020::Falling Down (199;3)::Action|Drama
3021::Funhouse, The (19;81)::Horror
3022::General, The (192;7)::Comedy
3023::My Best Girl (192;7)::Comedy|Romance
3024::Piranha (1978)::H;orror|Sci-Fi
3025::Rough Night in Je;richo (1967)::Western
3026::Slaughterhouse (1;987)::Horror
3027::Slaughterhouse 2;(1988)::Horror
3028::Taming of the Shr;ew, The (1967)::Comedy
3029::Nighthawks (1981);::Action|Drama
3030::Yojimbo (1961)::C;omedy|Drama|Western
3031::Repossessed (1990;)::Comedy
3032::Omega Man, The (1;971)::Sci-Fi
3033::Spaceballs (1987);::Comedy|Sci-Fi
3034::Robin Hood (1973);::Animation|Children's
3035::Mister Roberts (1;955)::Comedy|Drama|War
3036::Quest for Fire (1;981)::Adventure
3037::Little Big Man (1;970)::Comedy|Drama|Western
3038::Face in the Crowd;, A (1957)::Drama
3039::Trading Places (1;983)::Comedy
3040::Meatballs (1979):;:Comedy
3041::Meatballs Part II;(1984)::Comedy
3042::Meatballs III (19;87)::Comedy
3043::Meatballs 4 (1992;)::Comedy
3044::Dead Again (1991);::Mystery|Romance|Thriller
3045::Peter's Friends (;1992)::Comedy|Drama
3046::Incredibly True A;dventure of Two Girls in Love, The (1995)::Comedy|Romance
3047::Experience Prefer;red... But Not Essential (1982)::Drama
3048::Under the Rainbow;(1981)::Comedy
3049::How I Won the War;(1967)::Comedy|War
3050::Light It Up (1999;)::Drama
3051::Anywhere But Here;(1999)::Drama
3052::Dogma (1999)::Com;edy
3053::Messenger: The St;ory of Joan of Arc, The (1999)::Drama|War
3054::Pokémon: The Firs;t Movie (1998)::Animation|Children's
3055::Felicia's Journey;(1999)::Thriller
3056::Oxygen (1999)::Th;riller
3057::Where's Marlowe?;(1999)::Comedy
3058::Ape, The (1940)::;Horror|Sci-Fi
3059::British Intellige;nce (1940)::Drama
3060::Commitments, The;(1991)::Comedy|Drama
3061::Holiday Inn (1942;)::Comedy|Musical
3062::Longest Day, The;(1962)::Action|Drama|War
3063::Poison Ivy (1992);::Thriller
3064::Poison Ivy: New S;eduction (1997)::Thriller
3065::Ten Benny (1997):;:Drama
3066::Tora! Tora! Tora!;(1970)::War
3067::Women on the Verg;e of a Nervous Breakdown (1988)::Comedy|Drama
3068::Verdict, The (198;2)::Drama
3069::Effect of Gamma R;ays on Man-in-the-Moon Marigolds, The (1972)::Drama
3070::Adventures of Buc;karoo Bonzai Across the 8th Dimension, The (1984)::Adventure|Comedy|Sci-Fi
3071::Stand and Deliver;(1987)::Drama
3072::Moonstruck (1987);::Comedy
3073::Sandpiper, The (1;965)::Drama|Romance
3074::Jeremiah Johnson;(1972)::Western
3075::Repulsion (1965):;:Thriller
3076::Irma la Douce (19;63)::Comedy
3077::42 Up (1998)::Doc;umentary
3078::Liberty Heights (;1999)::Drama
3079::Mansfield Park (1;999)::Drama
3080::Goodbye, 20th Cen;tury (Zbogum na dvadesetiot vek) (1998)::Drama|Sci-Fi
3081::Sleepy Hollow (19;99)::Horror|Romance
3082::World Is Not Enou;gh, The (1999)::Action|Thriller
3083::All About My Moth;er (Todo Sobre Mi Madre) (1999)::Comedy|Drama
3084::Home Page (1999):;:Documentary
3085::Living Dead Girl,;The (La Morte Vivante) (1982)::Horror
3086::March of the Wood;en Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934)::Comedy
3087::Scrooged (1988)::;Comedy
3088::Harvey (1950)::Co;medy
3089::Bicycle Thief, Th;e (Ladri di biciclette) (1948)::Drama
3090::Matewan (1987)::D;rama
3091::Kagemusha (1980):;:Drama|War
3092::Chushingura (1962;)::Drama
3093::McCabe & Mrs. Mil;ler (1971)::Drama|Western
3094::Maurice (1987)::D;rama|Romance
3095::Grapes of Wrath,;The (1940)::Drama
3096::My Man Godfrey (1;957)::Comedy
3097::Shop Around the C;orner, The (1940)::Comedy|Romance
3098::Natural, The (198;4)::Drama
3099::Shampoo (1975)::C;omedy|Romance
3100::River Runs Throug;h It, A (1992)::Drama
3101::Fatal Attraction;(1987)::Thriller
3102::Jagged Edge (1985;)::Thriller
3103::Stanley & Iris (1;990)::Drama|Romance
3104::Midnight Run (198;8)::Action|Adventure|Comedy|Crime
3105::Awakenings (1990);::Drama
3106::Come See the Para;dise (1990)::Drama|Romance
3107::Backdraft (1991):;:Action|Drama
3108::Fisher King, The;(1991)::Comedy|Drama|Romance
3109::River, The (1984);::Drama
3110::Country (1984)::D;rama
3111::Places in the Hea;rt (1984)::Drama
3112::'Night Mother (19;86)::Drama
3113::End of Days (1999;)::Action|Thriller
3114::Toy Story 2 (1999;)::Animation|Children's|Comedy
3115::Flawless (1999)::;Drama
3116::Miss Julie (1999);::Drama
3117::Ride with the Dev;il (1999)::Drama|Romance|War
3118::Tumbleweeds (1999;)::Drama
3119::Bay of Blood (Rea;zione a catena) (1971)::Horror
3120::Distinguished Gen;tleman, The (1992)::Comedy
3121::Hitch-Hiker, The;(1953)::Film-Noir
3122::Santa Fe Trail (1;940)::Drama|Romance|Western
3123::Spring Fever USA;(a.k.a. Lauderdale) (1989)::Comedy
3124::Agnes Browne (199;9)::Comedy|Drama
3125::End of the Affair;, The (1999)::Drama
3126::End of the Affair;, The (1955)::Drama
3127::Holy Smoke (1999);::Drama
3128::Map of the World,;A (1999)::Drama
3129::Sweet and Lowdown;(1999)::Comedy|Drama
3130::Bonfire of the Va;nities (1990)::Comedy
3131::Broadway Damage (;1997)::Comedy
3132::Daddy Long Legs (;1919)::Comedy
3133::Go West (1925)::C;omedy
3134::Grand Illusion (G;rande illusion, La) (1937)::Drama|War
3135::Great Santini, Th;e (1979)::Drama
3136::James Dean Story,;The (1957)::Documentary
3137::Sea Wolves, The (;1980)::Action|War
3138::Stealing Home (19;88)::Drama
3139::Tarzan the Fearle;ss (1933)::Action|Adventure
3140::Three Ages, The (;1923)::Comedy
3141::Two Jakes, The (1;990)::Drama
3142::U2: Rattle and Hu;m (1988)::Documentary|Musical
3143::Hell in the Pacif;ic (1968)::Drama|War
3144::Glass Bottom Boat;, The (1966)::Comedy|Romance
3145::Cradle Will Rock,;The (1999)::Drama
3146::Deuce Bigalow: Ma;le Gigolo (1999)::Comedy
3147::Green Mile, The (;1999)::Drama|Thriller
3148::Cider House Rules;, The (1999)::Drama
3149::Diamonds (1999)::;Mystery
3150::War Zone, The (19;99)::Drama
3151::Bat Whispers, The;(1930)::Crime|Drama|Mystery
3152::Last Picture Show;, The (1971)::Drama
3153::7th Voyage of Sin;bad, The (1958)::Action|Adventure|Fantasy
3154::Blood on the Sun;(1945)::Drama|War
3155::Anna and the King;(1999)::Drama|Romance
3156::Bicentennial Man;(1999)::Comedy|Drama|Sci-Fi
3157::Stuart Little (19;99)::Children's|Comedy
3158::Emperor and the A;ssassin, The (Jing ke ci qin wang) (1999)::Drama
3159::Fantasia 2000 (19;99)::Animation|Children's|Musical
3160::Magnolia (1999)::;Drama
3161::Onegin (1999)::Dr;ama
3162::Simpatico (1999):;:Comedy|Drama
3163::Topsy-Turvy (1999;)::Drama
3164::Alley Cats, The (;1968)::Drama
3165::Boiling Point (19;93)::Action|Drama
3166::Brenda Starr (198;9)::Adventure
3167::Carnal Knowledge;(1971)::Drama
3168::Easy Rider (1969);::Adventure|Drama
3169::Falcon and the Sn;owman, The (1984)::Drama
3170::Hi-Yo Silver (194;0)::Western
3171::Room at the Top (;1959)::Drama
3172::Ulysses (Ulisse);(1954)::Adventure
3173::Any Given Sunday;(1999)::Drama
3174::Man on the Moon (;1999)::Comedy|Drama
3175::Galaxy Quest (199;9)::Adventure|Comedy|Sci-Fi
3176::Talented Mr. Ripl;ey, The (1999)::Drama|Mystery|Thriller
3177::Next Friday (1999;)::Comedy
3178::Hurricane, The (1;999)::Drama
3179::Angela's Ashes (1;999)::Drama
3180::Play it to the Bo;ne (1999)::Comedy|Drama
3181::Titus (1999)::Dra;ma
3182::Mr. Death: The Ri;se and Fall of Fred A. Leuchter Jr. (1999)::Documentary
3183::Third Miracle, Th;e (1999)::Drama
3184::Montana (1998)::A;ction|Comedy|Crime|Drama
3185::Snow Falling on C;edars (1999)::Drama
3186::Girl, Interrupted;(1999)::Drama
3187::Trans (1998)::Dra;ma
3188::Life and Times of;Hank Greenberg, The (1998)::Documentary
3189::My Dog Skip (1999;)::Comedy
3190::Supernova (2000):;:Adventure|Sci-Fi
3191::Quarry, The (1998;)::Drama
3192::Terrorist, The (M;alli) (1998)::Drama
3193::Creature (1999)::;Documentary
3194::Way We Were, The;(1973)::Drama
3195::Tess of the Storm;Country (1922)::Drama
3196::Stalag 17 (1953):;:Drama|War
3197::Presidio, The (19;88)::Action
3198::Papillon (1973)::;Drama
3199::Pal Joey (1957)::;Comedy|Musical|Romance
3200::Last Detail, The;(1973)::Comedy|Drama
3201::Five Easy Pieces;(1970)::Drama
3202::Even Dwarfs Start;ed Small (Auch Zwerge haben klein angefangen) (1971)::Drama
3203::Dead Calm (1989):;:Thriller
3204::Boys from Brazil,;The (1978)::Thriller
3205::Black Sunday (La;Maschera Del Demonio) (1960)::Horror
3206::Against All Odds;(1984)::Romance
3207::Snows of Kilimanj;aro, The (1952)::Adventure
3208::Loaded Weapon 1 (;1993)::Action|Comedy
3209::Loves of Carmen,;The (1948)::Drama
3210::Fast Times at Rid;gemont High (1982)::Comedy
3211::Cry in the Dark,;A (1988)::Drama
3212::Born to Win (1971;)::Drama
3213::Batman: Mask of t;he Phantasm (1993)::Animation|Children's
3214::American Flyers (;1985)::Drama
3215::Voyage of the Dam;ned (1976)::Drama
3216::Vampyros Lesbos (;Las Vampiras) (1970)::Horror
3217::Star Is Born, A (;1937)::Drama
3218::Poison (1991)::Dr;ama
3219::Pacific Heights (;1990)::Thriller
3220::Night Tide (1961);::Drama
3221::Draughtsman's Con;tract, The (1982)::Drama
3222::Carmen (1984)::Dr;ama
3223::Zed & Two Noughts;, A (1985)::Drama
3224::Woman in the Dune;s (Suna no onna) (1964)::Drama
3225::Down to You (2000;)::Comedy|Romance
3226::Hellhounds on My;Trail (1999)::Documentary
3227::Not Love, Just Fr;enzy (Más que amor, frenesí) (1996)::Comedy|Drama|Thriller
3228::Wirey Spindell (1;999)::Comedy
3229::Another Man's Poi;son (1952)::Crime|Drama
3230::Odessa File, The;(1974)::Thriller
3231::Saphead, The (192;0)::Comedy
3232::Seven Chances (19;25)::Comedy
3233::Smashing Time (19;67)::Comedy
3234::Train Ride to Hol;lywood (1978)::Comedy
3235::Where the Buffalo;Roam (1980)::Comedy
3236::Zachariah (1971):;:Western
3237::Kestrel's Eye (Fa;lkens öga) (1998)::Documentary
3238::Eye of the Behold;er (1999)::Thriller
3239::Isn't She Great?;(2000)::Comedy
3240::Big Tease, The (1;999)::Comedy
3241::Cup, The (Phörpa);(1999)::Comedy
3242::Santitos (1997)::;Comedy
3243::Encino Man (1992);::Comedy
3244::Goodbye Girl, The;(1977)::Comedy|Romance
3245::I Am Cuba (Soy Cu;ba/Ya Kuba) (1964)::Drama
3246::Malcolm X (1992):;:Drama
3247::Sister Act (1992);::Comedy|Crime
3248::Sister Act 2: Bac;k in the Habit (1993)::Comedy
3249::Hand That Rocks t;he Cradle, The (1992)::Thriller
3250::Alive (1993)::Dra;ma
3251::Agnes of God (198;5)::Drama|Mystery
3252::Scent of a Woman;(1992)::Drama
3253::Wayne's World (19;92)::Comedy
3254::Wayne's World 2 (;1993)::Comedy
3255::League of Their O;wn, A (1992)::Comedy|Drama
3256::Patriot Games (19;92)::Action|Thriller
3257::Bodyguard, The (1;992)::Action|Drama|Romance|Thriller
3258::Death Becomes Her;(1992)::Comedy
3259::Far and Away (199;2)::Drama|Romance
3260::Howards End (1992;)::Drama
3261::Singles (1992)::C;omedy|Drama|Romance
3262::Twin Peaks: Fire;Walk with Me (1992)::Drama|Mystery
3263::White Men Can't J;ump (1992)::Comedy
3264::Buffy the Vampire;Slayer (1992)::Comedy|Horror
3265::Hard-Boiled (Lash;ou shentan) (1992)::Action|Crime
3266::Man Bites Dog (C';est arrivé près de chez vous) (1992)::Action|Comedy|Crime|Drama
3267::Mariachi, El (199;2)::Action|Thriller
3268::Stop! Or My Mom W;ill Shoot (1992)::Action|Comedy
3269::Forever Young (19;92)::Adventure|Romance|Sci-Fi
3270::Cutting Edge, The;(1992)::Drama
3271::Of Mice and Men (;1992)::Drama
3272::Bad Lieutenant (1;992)::Crime|Drama
3273::Scream 3 (2000)::;Horror|Mystery|Thriller
3274::Single White Fema;le (1992)::Action
3275::Boondock Saints,;The (1999)::Action|Comedy
3276::Gun Shy (2000)::C;omedy
3277::Beloved/Friend (A;migo/Amado) (1999)::Drama
3278::Gendernauts (1999;)::Documentary
3279::Knockout (1999)::;Action|Adventure
3280::Baby, The (1973):;:Horror
3281::Brandon Teena Sto;ry, The (1998)::Documentary
3282::Different for Gir;ls (1996)::Comedy
3283::Minnie and Moskow;itz (1971)::Action
3284::They Might Be Gia;nts (1971)::Comedy|Romance
3285::Beach, The (2000);::Adventure|Drama
3286::Snow Day (2000)::;Comedy
3287::Tigger Movie, The;(2000)::Animation|Children's
3288::Cotton Mary (1999;)::Drama
3289::Not One Less (Yi;ge dou bu neng shao) (1999)::Drama
3290::Soft Toilet Seats;(1999)::Comedy
3291::Trois (2000)::Thr;iller
3292::Big Combo, The (1;955)::Film-Noir
3293::Conceiving Ada (1;997)::Drama|Sci-Fi
3294::Eaten Alive (1976;)::Horror
3295::Raining Stones (1;993)::Drama
3296::To Sir with Love;(1967)::Drama
3297::With Byrd at the;South Pole (1930)::Documentary
3298::Boiler Room (2000;)::Drama
3299::Hanging Up (2000);::Comedy|Drama
3300::Pitch Black (2000;)::Action|Sci-Fi
3301::Whole Nine Yards,;The (2000)::Comedy|Crime
3302::Beautiful People;(1999)::Comedy
3303::Black Tar Heroin:;The Dark End of the Street (1999)::Documentary
3304::Blue Collar (1978;)::Crime|Drama
3305::Bluebeard (1944):;:Film-Noir|Horror
3306::Circus, The (1928;)::Comedy
3307::City Lights (1931;)::Comedy|Drama|Romance
3308::Flamingo Kid, The;(1984)::Comedy|Drama
3309::Dog's Life, A (19;20)::Comedy
3310::Kid, The (1921)::;Action
3311::Man from Laramie,;The (1955)::Western
3312::McCullochs, The (;1975)::Drama
3313::Class Reunion (19;82)::Comedy
3314::Big Trees, The (1;952)::Action|Drama
3315::Happy Go Lovely (;1951)::Musical
3316::Reindeer Games (2;000)::Action|Thriller
3317::Wonder Boys (2000;)::Comedy|Drama
3318::Deterrence (1998);::Thriller
3319::Judy Berlin (1999;)::Drama
3320::Mifune (Mifunes s;idste sang) (1999)::Comedy|Romance
3321::Waiting Game, The;(2000)::Comedy
3322::3 Strikes (2000):;:Comedy
3323::Chain of Fools (2;000)::Comedy|Crime
3324::Drowning Mona (20;00)::Comedy
3325::Next Best Thing,;The (2000)::Comedy|Drama
3326::What Planet Are Y;ou From? (2000)::Comedy|Sci-Fi
3327::Beyond the Mat (2;000)::Documentary
3328::Ghost Dog: The Wa;y of the Samurai (1999)::Crime|Drama
3329::Year My Voice Bro;ke, The (1987)::Drama
3330::Splendor in the G;rass (1961)::Drama
3331::My Tutor (1983)::;Drama
3332::Legend of Lobo, T;he (1962)::Adventure|Children's
3333::Killing of Sister;George, The (1968)::Drama
3334::Key Largo (1948):;:Crime|Drama|Film-Noir|Thriller
3335::Jail Bait (1954):;:Crime|Drama
3336::It Happened Here;(1961)::Drama
3337::I'll Never Forget;What's 'is Name (1967)::Comedy|Drama
3338::For All Mankind (;1989)::Documentary
3339::Cross of Iron (19;77)::War
3340::Bride of the Mons;ter (1956)::Horror|Sci-Fi
3341::Born Yesterday (1;950)::Comedy
3342::Birdy (1984)::Dra;ma|War
3343::And God Created W;oman (1988)::Comedy|Drama|Romance
3344::Blood Feast (1963;)::Horror
3345::Charlie, the Lone;some Cougar (1967)::Adventure|Children's
3346::Color Me Blood Re;d (1965)::Horror
3347::Never Cry Wolf (1;983)::Drama
3348::Night Visitor, Th;e (1970)::Crime|Thriller
3349::Perils of Pauline;, The (1947)::Comedy
3350::Raisin in the Sun;, A (1961)::Drama
3351::Two Thousand Mani;acs! (1964)::Horror
3352::Brown's Requiem (;1998)::Drama
3353::Closer You Get, T;he (2000)::Comedy|Romance
3354::Mission to Mars (;2000)::Sci-Fi
3355::Ninth Gate, The (;2000)::Thriller
3356::Condo Painting (2;000)::Documentary
3357::East-West (Est-ou;est) (1999)::Drama|Romance
3358::Defending Your Li;fe (1991)::Comedy|Romance
3359::Breaking Away (19;79)::Drama
3360::Hoosiers (1986)::;Drama
3361::Bull Durham (1988;)::Comedy
3362::Dog Day Afternoon;(1975)::Comedy|Crime|Drama
3363::American Graffiti;(1973)::Comedy|Drama
3364::Asphalt Jungle, T;he (1950)::Crime|Film-Noir
3365::Searchers, The (1;956)::Western
3366::Where Eagles Dare;(1969)::Action|Adventure|War
3367::Devil's Brigade,;The (1968)::War
3368::Big Country, The;(1958)::Romance|Western
3369::Any Number Can Wi;n (Mélodie en sous-sol ) (1963)::Crime
3370::Betrayed (1988)::;Drama|Thriller
3371::Bound for Glory (;1976)::Drama
3372::Bridge at Remagen;, The (1969)::Action|War
3373::Buck and the Prea;cher (1972)::Western
3374::Daughters of the;Dust (1992)::Drama
3375::Destination Moon;(1950)::Sci-Fi
3376::Fantastic Night,;The (La Nuit Fantastique) (1949)::Romance
3377::Hangmen Also Die;(1943)::Drama|War
3378::Ogre, The (Der Un;hold) (1996)::Drama
3379::On the Beach (195;9)::Drama
3380::Railroaded! (1947;)::Film-Noir
3381::Slaves to the Und;erground (1997)::Comedy|Drama
3382::Song of Freedom (;1936)::Drama
3383::Big Fella (1937):;:Drama|Musical
3384::Taking of Pelham;One Two Three, The (1974)::Action
3385::Volunteers (1985);::Comedy
3386::JFK (1991)::Drama;|Mystery
3387::Who's Harry Crumb;? (1989)::Comedy
3388::Harry and the Hen;dersons (1987)::Comedy
3389::Let's Get Harry (;1986)::Action|Adventure
3390::Shanghai Surprise;(1986)::Adventure
3391::Who's That Girl?;(1987)::Comedy
3392::She-Devil (1989):;:Comedy
3393::Date with an Ange;l (1987)::Comedy|Fantasy
3394::Blind Date (1987);::Comedy|Romance
3395::Nadine (1987)::Co;medy
3396::Muppet Movie, The;(1979)::Children's|Comedy
3397::Great Muppet Cape;r, The (1981)::Children's|Comedy
3398::Muppets Take Manh;attan, The (1984)::Children's|Comedy
3399::Sesame Street Pre;sents Follow That Bird (1985)::Children's|Comedy
3400::We're Back! A Din;osaur's Story (1993)::Animation|Children's
3401::Baby... Secret of;the Lost Legend (1985)::Adventure|Sci-Fi
3402::Turtle Diary (198;5)::Drama
3403::Raise the Titanic;(1980)::Drama|Thriller
3404::Titanic (1953)::A;ction|Drama
3405::Night to Remember;, A (1958)::Action|Drama
3406::Captain Horatio H;ornblower (1951)::Action|Adventure|War
3407::Carriers Are Wait;ing, The (Les Convoyeurs Attendent) (1999)::Comedy|Drama
3408::Erin Brockovich (;2000)::Drama
3409::Final Destination;(2000)::Drama|Thriller
3410::Soft Fruit (1999);::Comedy|Drama
3411::Babymother (1998);::Drama
3412::Bear, The (1988):;:Adventure
3413::Impact (1949)::Cr;ime|Drama
3414::Love Is a Many-Sp;lendored Thing (1955)::Romance
3415::Mirror, The (Zerk;alo) (1975)::Drama
3416::Trial, The (Le Pr;ocès) (1963)::Drama
3417::Crimson Pirate, T;he (1952)::Adventure|Comedy|Sci-Fi
3418::Thelma & Louise (;1991)::Action|Drama
3419::Something for Eve;ryone (1970)::Comedy|Crime
3420::...And Justice fo;r All (1979)::Drama|Thriller
3421::Animal House (197;8)::Comedy
3422::She's Gotta Have;It (1986)::Comedy|Romance
3423::School Daze (1988;)::Drama
3424::Do the Right Thin;g (1989)::Comedy|Drama
3425::Mo' Better Blues;(1990)::Drama
3426::Jungle Fever (199;1)::Drama|Romance
3427::Coogan's Bluff (1;968)::Crime
3428::Champ, The (1979);::Drama
3429::Creature Comforts;(1990)::Animation|Comedy
3430::Death Wish (1974);::Action|Drama
3431::Death Wish II (19;82)::Action|Drama
3432::Death Wish 3 (198;5)::Action|Drama
3433::Death Wish 4: The;Crackdown (1987)::Action|Drama
3434::Death Wish V: The;Face of Death (1994)::Action|Drama
